"fase";"documento";"data";"unidadeGestora";"gestao";"favorecido";"valor";"observacaoDoc";"numeroProcesso";"elementoDespesa";"link";"real"
"PAGAMENTO";"2019NP01044";"05/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##5.695.894-## - ALEX SANDRO DA CONCEIÇÃO NUNES DA SILVA";"8.000,00";"PAGAMENTO REF. COM VERBA ALEX SANDRO DA CONCEICAO NUNES DA SILVA 11/2019";"654/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752453&dt=20200602151810&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1I6%2fZpxxqS1VQyYv2hwkGKk&dt=20200602151810";8000
"PAGAMENTO";"2019NP01127";"26/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##5.695.894-## - ALEX SANDRO DA CONCEIÇÃO NUNES DA SILVA";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ALEX SANDRO DA CONCEICAO NUNES DA SILVA 12/2019";"713/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752526&dt=20200602151810&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1I6%2fZpxxqS1VQyYv2hwkGKk&dt=20200602151810";8000
"PAGAMENTO";"2019NP00133";"22/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELLE DE FARIAS CABRAL 01/2019";"80/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751553&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00255";"03/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 02/2019 ANA MICLELE DE FARIAS CABRAL";"153/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751672&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00318";"24/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"7.988,40";"PAGAMENTO REF. VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 03/2019";"189/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751735&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";7988,4
"PAGAMENTO";"2019NP00376";"10/05/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"7.992,40";"PAGAMENTO REF. COM VERBA INDENIZATORIA 04/2019 ANA MICLELE DE FARIAS CABRAL";"245/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751793&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";7992,4
"PAGAMENTO";"2019NP00485";"18/06/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 05/2019 ANA MICLELE DE FARIAS CABRAL";"315/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751902&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00584";"17/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 07/2019";"381/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752000&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00674";"16/08/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 07/2019 ANA MICLELE DE FARIAS CABRAL";"439/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752090&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00766";"13/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 08/2019";"495/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752181&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00857";"11/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 09/2019";"539/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752272&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00894";"29/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 10/2019";"579/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752308&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP01041";"04/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 11/2019";"650/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752450&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP01129";"26/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##0.031.104-## - ANA MICHELE DE FARIAS CABRAL";"8.000,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANA MICHELE DE FARIAS CABRAL 12/2019";"715/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752528&dt=20200602151811&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JA0F6iTNRt791%2buBcBuywt&dt=20200602151811";8000
"PAGAMENTO";"2019NP00068";"08/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"8.000,00";"PAGAMENTO COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA";"48/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751490&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";8000
"PAGAMENTO";"2019NP00175";"13/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.750,00";"PAGAMENTO REF. VERBA INDENIZATORIA 02/2019 ANTHONY THIAGO CARTAXO FERREIRA";"111/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751594&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7750
"PAGAMENTO";"2019NP00256";"04/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.500,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHPNY THIAGO CARTAXO FERREIRA 03/2019";"158/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751673&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7500
"PAGAMENTO";"2019NP00370";"08/05/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.800,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHPNY THIAGO CARTAXO FERREIRA 04/2019";"239/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751787&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7800
"PAGAMENTO";"2019NP00456";"05/06/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.800,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 05/2019 ANTHONY THIAGO CARTAXO FERREIRA";"288/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751873&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7800
"PAGAMENTO";"2019NP00549";"01/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.700,00";"PAGAMENTO REF. VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 06/2019";"343/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751965&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7700
"PAGAMENTO";"2019NP00649";"02/08/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.700,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 07/2019";"412/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752065&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7700
"PAGAMENTO";"2019NP00742";"03/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.900,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 08/2019";"471/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752157&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7900
"PAGAMENTO";"2019NP00836";"02/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.900,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 10/2019";"526/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752251&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7900
"PAGAMENTO";"2019NP00941";"07/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.900,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 10/2019";"603/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752355&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7900
"PAGAMENTO";"2019NP00998";"25/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.020,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 11/2019";"636/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752407&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7020
"PAGAMENTO";"2019NP01115";"26/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.202.784-## - ANTHONY THIAGO CARTAXO FERREIRA";"7.900,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA ANTHONY THIAGO CARTAXO FERREIRA 12/2019";"705/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752514&dt=20200602151812&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IsjcPKDBYM%2bUDWtio0MNib&dt=20200602151812";7900
"PAGAMENTO";"2019NP00176";"18/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.418.294-## - CARLOS ALBERTO DA SILVA TARGINO";"6.300,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 03/2019 CARLOS ALBERTO DA SILVA TARGINO";"113/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751595&dt=20200602151813&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1ICeyr0%2b2k8jdE4fkOPbbP%2b&dt=20200602151813";6300
"PAGAMENTO";"2019NP00266";"10/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.418.294-## - CARLOS ALBERTO DA SILVA TARGINO";"6.300,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA CARLOS ALBERTO DA SILVA TARGINO 03/2019";"163/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751683&dt=20200602151813&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1ICeyr0%2b2k8jdE4fkOPbbP%2b&dt=20200602151813";6300
"PAGAMENTO";"2019NP00375";"10/05/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.418.294-## - CARLOS ALBERTO DA SILVA TARGINO";"4.800,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 04/2019 CARLOS ALBERTO DA SILVA TARGINO";"246/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751792&dt=20200602151813&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1ICeyr0%2b2k8jdE4fkOPbbP%2b&dt=20200602151813";4800
"PAGAMENTO";"2019NP00554";"09/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"##8.418.294-## - CARLOS ALBERTO DA SILVA TARGINO";"3.100,00";"PAGAMENTO REF. COM VERBA INDENIZATORIA 06/2019 CARLOS ALBERTO DA SILVA TARGINO";"367/2019";"INDENIZAÇÕES E RESTITUIÇÕES";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751970&dt=20200602151813&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0V%2fSHAdRM226j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1ICeyr0%2b2k8jdE4fkOPbbP%2b&dt=20200602151813";3100
